TripIdentifier,HaulNo,SFSGear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,TowDurationMin,TowCorrectionMin,BaitTypeId,CetaceanMitigationDeviceId,ChainMat,CodEndMeshMm,CodEndTwineConstructionId,CodEndTwineDiameterMm,CombinedBeamLengthM,CombinedFishingLineLengthM,NetConditionId,DoorSpreadM,EntranceSizeMm,WingSpreadM,FootRopeLengthM,GillnetTwineConstructionId,GillnetTwineDiameterMm,HangingRatio,HeadRopeLengthM,HookSizeId,IndividualBeamLengthM,InnerMeshSizeMm,InnerTwineDiameterMm,LengthOfFishingLineM,LengthOfStringM,LengthOfTierOrFleetM,MeshSizeInDiamondPanelMm,MeshSizeInSqualreMeshPanelMm,MeshSizeMm,MeshesDeepInnerOnlyNet,MeshesDeepOuterNet,NetOpeningM,NumberOfDredgesPerBeam,NumberOfHooksInString,NumberOfLines,NumberOfNetsInTier,NumberOfPotsInString,NumberOfPotsSampled,NumberOfTeethOnSingleDredge,NumberOfTicklerChains,OuterMeshSizeMm,OuterTwineDiameterMm,RingDiameterMm,SelectivityDeviceId,SpreadBetweenVesselEstimateM,SweepLengthM,TicklerCountId,TotalNumberOfDredgesUsed,VeilMeshSizeMm,WarpDensityKgPerM,WarpDiameterMm,WarpLengthM,WidthOfIndividualDredgeM,WingSpreadM,CHECK
PH123BT,8,2,Beam Trawl Unspecified,24/11/2023,08:15:00,59,50,9,-4,-6,24/11/2023,4,08:55:00,59,50,9,-4,-6,VIIe,29E5,40,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,9,2,Beam Trawl Unspecified,24/11/2023,09:40:00,59,50,10,-4,-6,24/11/2023,4,11:50:00,57,50,10,-4,-2,VIIe,29E5,130,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,10,2,Beam Trawl Unspecified,24/11/2023,12:05:00,58,50,10,-4,-2,24/11/2023,4,14:00:00,66,50,6,-4,-1,VIIe,29E5,115,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,11,2,Beam Trawl Unspecified,24/11/2023,14:35:00,68,50,6,-3,-60,24/11/2023,4,16:20:00,68,50,7,-3,-60,VIIe,29E6,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,18,2,Beam Trawl Unspecified,25/11/2023,04:45:00,68,50,5,-3,-60,25/11/2023,4,06:30:00,69,50,4,-3,-58,VIIe,29E6,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,19,2,Beam Trawl Unspecified,25/11/2023,06:55:00,68,50,4,-3,-58,25/11/2023,4,08:30:00,66,50,5,-3,-58,VIIe,29E6,95,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,20,2,Beam Trawl Unspecified,25/11/2023,08:45:00,65,50,5,-3,-58,25/11/2023,4,10:30:00,64,50,6,-4,-1,VIIe,29E6,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,21,2,Beam Trawl Unspecified,25/11/2023,10:45:00,64,50,6,-4,-2,25/11/2023,4,12:30:00,66,50,6,-4,-3,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,22,2,Beam Trawl Unspecified,25/11/2023,12:45:00,68,50,5,-4,-4,25/11/2023,4,14:30:00,68,50,3,-4,-4,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,23,2,Beam Trawl Unspecified,25/11/2023,14:45:00,69,50,3,-4,-3,25/11/2023,4,16:30:00,69,50,3,-4,-3,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,24,2,Beam Trawl Unspecified,25/11/2023,16:45:00,68,50,5,-4,-3,25/11/2023,4,18:30:00,68,50,6,-4,-2,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,31,2,Beam Trawl Unspecified,26/11/2023,06:45:00,62,50,7,-4,-3,26/11/2023,4,08:30:00,63,50,8,-4,-3,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,32,2,Beam Trawl Unspecified,26/11/2023,09:45:00,60,50,8,-4,-5,26/11/2023,4,11:45:00,59,50,7,-4,-4,VIIe,29E5,120,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,33,2,Beam Trawl Unspecified,26/11/2023,12:00:00,59,50,9,-4,-4,26/11/2023,4,14:00:00,66,50,6,-4,-3,VIIe,29E5,120,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,34,2,Beam Trawl Unspecified,26/11/2023,14:15:00,64,50,7,-4,-3,26/11/2023,4,16:15:00,68,50,6,-4,-5,VIIe,29E5,120,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,35,2,Beam Trawl Unspecified,26/11/2023,16:30:00,68,50,6,-4,-4,26/11/2023,4,18:30:00,69,50,4,-4,-2,VIIe,29E5,120,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,42,2,Beam Trawl Unspecified,27/11/2023,06:45:00,62,50,10,-4,-2,27/11/2023,4,08:30:00,66,50,6,-4,-2,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,43,2,Beam Trawl Unspecified,27/11/2023,08:45:00,65,50,6,-4,-2,27/11/2023,4,10:30:00,63,50,7,-4,-4,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,44,2,Beam Trawl Unspecified,27/11/2023,10:45:00,64,50,6,-4,-4,27/11/2023,4,12:30:00,59,50,9,-4,-6,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,45,2,Beam Trawl Unspecified,27/11/2023,12:45:00,59,50,9,-4,-5,27/11/2023,4,14:30:00,60,50,10,-4,-6,VIIe,29E5,105,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,46,2,Beam Trawl Unspecified,27/11/2023,15:10:00,60,50,10,-4,-5,27/11/2023,4,16:40:00,60,50,10,-4,-5,VIIe,29E5,90,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123BT,47,2,Beam Trawl Unspecified,27/11/2023,16:55:00,60,50,11,-4,-5,27/11/2023,4,18:30:00,66,50,7,-4,-4,VIIe,29E5,95,0,NULL,NULL,1,82,8,6,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,1,13,Hand Lines,07/09/2023,08:12:00,40,50,17,-4,-5,07/09/2023,3,08:52:00,40,50,17,-4,-5,VIIe,29E5,40,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,2,13,Hand Lines,07/09/2023,09:25:00,45,50,14,-4,-2,07/09/2023,3,09:35:00,45,50,14,-4,-2,VIIe,29E5,10,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH123HL,3,13,Hand Lines,07/09/2023,09:55:00,45,50,14,-4,-5,07/09/2023,3,10:09:00,45,50,14,-4,-5,VIIe,29E5,14,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,4,13,Hand Lines,07/09/2023,10:25:00,58,50,12,-4,-5,07/09/2023,3,10:40:00,58,50,12,-4,-5,VIIe,29E5,15,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH123HL,5,13,Hand Lines,07/09/2023,10:56:00,49,50,13,-4,-5,07/09/2023,3,11:07:00,49,50,13,-4,-5,VIIe,29E5,11,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH123HL,6,13,Hand Lines,07/09/2023,11:12:00,46,50,13,-4,-5,07/09/2023,3,11:27:00,46,50,13,-4,-5,VIIe,29E5,15,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,7,13,Hand Lines,07/09/2023,11:30:00,48,50,13,-4,-5,07/09/2023,3,12:51:00,48,50,14,-4,-5,VIIe,29E5,81,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,8,13,Hand Lines,07/09/2023,13:07:00,45,50,14,-4,-2,07/09/2023,3,13:28:00,45,50,14,-4,-2,VIIe,29E5,21,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
PH123HL,9,13,Hand Lines,07/09/2023,13:30:00,44,50,14,-4,-2,07/09/2023,3,14:00:00,44,50,14,-4,-2,VIIe,29E5,30,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,10,13,Hand Lines,07/09/2023,14:33:00,49,50,12,-3,-58,07/09/2023,3,14:46:00,49,50,12,-3,-58,VIIe,29E6,13,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,11,13,Hand Lines,07/09/2023,14:56:00,47,50,13,-3,-59,07/09/2023,3,15:25:00,47,50,13,-3,-59,VIIe,29E6,29,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,12,13,Hand Lines,07/09/2023,15:55:00,43,50,14,-4,-2,07/09/2023,3,16:30:00,43,50,14,-4,-2,VIIe,29E5,35,0,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
PH123HL,13,13,Hand Lines,07/09/2023,16:50:00,39,50,17,-4,-5,07/09/2023,3,17:00:00,39,50,17,-4,-5,VIIe,29E5,10,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR323GN,1,39,Tangle Net,29/09/2023,07:25:00,17,50,46,0,-42,30/09/2023,3,07:25:00,17,50,46,0,-42,VIId,30E9,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,1.1,0.6,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,114,42,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR323GN,2,39,Tangle Net,29/09/2023,07:45:00,17,50,48,0,-13,30/09/2023,3,07:45:00,17,50,48,0,-13,NULL,NULL,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,1020,2,114,0.6,1020,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,114,42,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
SR323GN,3,39,Tangle Net,29/09/2023,08:20:00,17,50,49,0,-14,30/09/2023,3,08:20:00,17,50,49,0,-14,VIId,30E9,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,1.1,0.6,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,120,42,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR323GN,4,39,Tangle Net,29/09/2023,09:00:00,17,50,49,0,-16,30/09/2023,3,09:00:00,17,50,49,0,-16,VIId,30E9,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,1.1,0.6,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,114,42,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR323GN,5,39,Tangle Net,29/09/2023,09:20:00,17,50,49,0,-15,30/09/2023,3,09:20:00,17,50,49,0,-15,VIId,30E9,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,114,0.6,1020,NULL,NULL,NULL,NULL,NULL,NULL,1000,NULL,NULL,114,42,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR323GN,6,39,Tangle Net,29/09/2023,09:55:00,17,50,49,0,-14,30/09/2023,3,09:55:00,17,50,49,0,14,VIId,30E9,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,1.1,0.6,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,120,42,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR323GN,7,39,Tangle Net,29/09/2023,10:25:00,17,50,49,0,-15,30/09/2023,3,10:25:00,17,50,49,0,-15,VIId,30E9,1440,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,510,2,1.1,0.6,510,NULL,NULL,NULL,NULL,NULL,NULL,500,NULL,NULL,114,42,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR423GN,1,41,Trammel Net,21/11/2023,06:15:00,10,50,49,0,-16,22/11/2023,4,06:25:00,9,50,49,0,-17,VIId,30E9,1450,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,2,NULL,0.5,510,NULL,NULL,120,NULL,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,457,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR423GN,2,41,Trammel Net,21/11/2023,06:30:00,9,50,49,0,-16,22/11/2023,4,06:45:00,9,50,49,0,-17,VIId,30E9,1455,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,2,NULL,0.5,510,NULL,NULL,114,NULL,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,457,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR423GN,3,41,Trammel Net,21/11/2023,07:10:00,10,50,49,0,-16,22/11/2023,4,07:35:00,10,50,49,0,-15,VIId,30E9,1465,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1010,2,NULL,0.5,1010,NULL,NULL,120,NULL,NULL,NULL,1000,NULL,NULL,NULL,25,2.5,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,457,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR423GN,4,41,Trammel Net,21/11/2023,08:25:00,10,50,49,0,-14,22/11/2023,4,08:55:00,10,50,49,0,-15,VIId,30E9,1470,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1010,2,NULL,0.5,1010,NULL,NULL,120,NULL,NULL,NULL,1000,NULL,NULL,NULL,25,2.5,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,457,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
SR423GN,5,41,Trammel Net,21/11/2023,09:00:00,10,50,49,0,-15,22/11/2023,4,09:35:00,10,50,49,0,-16,VIId,30E9,1475,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,510,2,NULL,0.5,510,NULL,NULL,114,NULL,NULL,NULL,500,NULL,NULL,NULL,25,2.5,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,457,1.3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
